id,tipo,tema,hanzi,pinyin,espanol,explicacion,ejemplo_hanzi,ejemplo_pinyin,ejemplo_espanol,pagina,etiquetas,ingles,explicacion_ingles,ejemplo_ingles,etiquetas_ingles,nombres_propios
FC170,palabra,paises,西班牙,Xībānyá,España,Nombre de España en mandarín.,我来自西班牙。,Wǒ láizì Xībānyá.,Soy de España.,—,pais;nombre_propio,Spain,The name of Spain in Mandarin.,I come from Spain.,country;proper_noun,西班牙;Xībānyá;España;Spain
FC171,palabra,paises,法国,Fǎguó,Francia,Nombre de Francia en mandarín.,她来自法国。,Tā láizì Fǎguó.,Ella es de Francia.,—,pais;nombre_propio,France,The name of France in Mandarin.,She comes from France.,country;proper_noun,法国;Fǎguó;Francia;France
FC172,palabra,acciones,去,qù,ir,Verbo de movimiento que indica desplazarse hacia un lugar distinto del punto de referencia.,我们下午去中国。,Wǒmen xiàwǔ qù Zhōngguó.,Vamos a China por la tarde.,—,verbo;movimiento,to go,Verb of movement indicating going to a place different from the reference point.,We go to China in the afternoon.,verb;movement,中国;Zhōngguó;China
FC173,palabra,acciones,回,huí,volver / regresar,Indica regresar a un lugar; delante del destino no se usa 去.,我晚上回家。,Wǒ wǎnshang huí jiā.,Vuelvo a casa por la noche.,—,verbo;movimiento,to return / to go back,"Indicates returning to a place; before the destination, 去 is not used.",I go home in the evening.,verb;movement,
FC174,palabra,lugares,奶茶店,nǎichádiàn,tienda de té con leche,Establecimiento especializado en té con leche y bebidas similares.,我们去奶茶店。,Wǒmen qù nǎichádiàn.,Vamos a una tienda de té con leche.,—,lugar;bebida,bubble tea shop,An establishment specializing in bubble tea and similar drinks.,We go to the bubble tea shop.,place;drink,
FC175,palabra,lugares,商店,shāngdiàn,tienda / comercio,Término general para un establecimiento donde se venden productos.,这家商店很好。,Zhè jiā shāngdiàn hěn hǎo.,Esta tienda está muy bien.,—,lugar;compras,store / shop,General term for an establishment where products are sold.,This store is very good.,place;shopping,
FC176,palabra,lugares,巴塞罗那,Bāsàiluónà,Barcelona,Nombre de la ciudad de Barcelona en mandarín.,我住在巴塞罗那。,Wǒ zhù zài Bāsàiluónà.,Vivo en Barcelona.,—,ciudad;nombre_propio,Barcelona,The Mandarin name of the city of Barcelona.,I live in Barcelona.,city;proper_noun,巴塞罗那;Bāsàiluónà;Barcelona
FC177,palabra,preguntas,哪里／哪儿,nǎlǐ / nǎr,dónde,Dos formas equivalentes; 哪儿 es más habitual en el norte de China.,你去哪儿？,Nǐ qù nǎr?,¿Adónde vas?,—,interrogativo;lugar,where,Two equivalent forms; 哪儿 is more common in northern China.,Where are you going?,interrogative;place,China
FC178,frase,rutina,我晚上回家。,Wǒ wǎnshang huí jiā.,Vuelvo a casa por la noche.,回家 significa «volver a casa»; no se dice 回我的家 en este contexto neutro.,我晚上回家。,Wǒ wǎnshang huí jiā.,Vuelvo a casa por la noche.,—,movimiento;casa;tiempo,I go home in the evening.,回家 means “to go back home”; in this neutral context 回我的家 is not said.,I go home in the evening.,movement;home;time,
FC179,frase,preguntas,你好，他们什么时候来咖啡厅？,"Nǐ hǎo, tāmen shénme shíhou lái kāfēitīng?","Hola, ¿cuándo vienen ellos a la cafetería?",来 presenta el movimiento hacia la cafetería como punto de referencia.,他们什么时候来咖啡厅？,Tāmen shénme shíhou lái kāfēitīng?,¿Cuándo vienen ellos a la cafetería?,—,pregunta;movimiento;lugar,"Hello, when do they come to the café?",来 presents the movement toward the café as the reference point.,When do they come to the café?,question;movement;place,
FC180,frase,rutina,她中午去餐厅，下午回家。,"Tā zhōngwǔ qù cāntīng, xiàwǔ huí jiā.",Ella va al restaurante al mediodía y vuelve a casa por la tarde.,Contrasta 去 hacia un destino con 回 para regresar a casa.,她中午去餐厅，下午回家。,"Tā zhōngwǔ qù cāntīng, xiàwǔ huí jiā.",Ella va al restaurante al mediodía y vuelve a casa por la tarde.,—,movimiento;rutina;tiempo,She goes to the restaurant at noon and returns home in the afternoon.,Contrasts 去 toward a destination with 回 for returning home.,She goes to the restaurant at noon and returns home in the afternoon.,movement;routine;time,
FC181,frase,movimiento,我们下午去中国。,Wǒmen xiàwǔ qù Zhōngguó.,Vamos a China por la tarde.,El momento suele colocarse entre el sujeto y el verbo.,我们下午去中国。,Wǒmen xiàwǔ qù Zhōngguó.,Vamos a China por la tarde.,—,movimiento;tiempo;pais,We are going to China in the afternoon.,The time usually goes between the subject and the verb.,We are going to China in the afternoon.,movement;time;country,中国;Zhōngguó;China
FC182,frase,movimiento,他中午来餐厅。,Tā zhōngwǔ lái cāntīng.,Él viene al restaurante al mediodía.,来 presenta el restaurante como el punto hacia el que se mueve la persona.,他中午来餐厅。,Tā zhōngwǔ lái cāntīng.,Él viene al restaurante al mediodía.,—,movimiento;tiempo;lugar,He comes to the restaurant at noon.,来 presents the restaurant as the point toward which the person moves.,He comes to the restaurant at noon.,movement;time;place,
FC183,frase,movimiento,他和爸爸中午去咖啡厅。,Tā hé bàba zhōngwǔ qù kāfēitīng.,Él y su padre van a la cafetería al mediodía.,和 une los dos sujetos; 中午 aparece antes del verbo 去.,他和爸爸中午去咖啡厅。,Tā hé bàba zhōngwǔ qù kāfēitīng.,Él y su padre van a la cafetería al mediodía.,—,movimiento;familia;lugar,He and his father go to the café at noon.,和 joins the two subjects; 中午 appears before the verb 去.,He and his father go to the café at noon.,movement;family;place,
FC184,palabra,acciones,吃,chī,comer,Verbo general para ingerir alimentos; puede llevar el alimento como objeto.,你吃什么？,Nǐ chī shénme?,¿Qué comes?,—,verbo;comida,to eat,General verb for ingesting food; it can take the food as its object.,What do you eat?,verb;food,
FC185,palabra,acciones,吃饭,chīfàn,comer / tomar una comida,Expresión general para hacer una comida; 饭 no señala aquí un plato concreto.,你什么时候吃饭？,Nǐ shénme shíhou chīfàn?,¿Cuándo comes?,—,verbo;comida;rutina,to eat / to have a meal,General expression for having a meal; 饭 here does not point to a specific dish.,When do you eat?,verb;food;routine,
FC186,palabra,bebidas,水,shuǐ,agua,Bebida básica y término general para el agua.,我喝水。,Wǒ hē shuǐ.,Bebo agua.,—,bebida;basico,water,Basic drink and the general term for water.,I drink water.,drink;basics,
FC187,palabra,bebidas,橙汁,chéngzhī,zumo de naranja,"Bebida hecha con naranjas; 橙 significa «naranja» y 汁, «zumo».",我喝橙汁。,Wǒ hē chéngzhī.,Bebo zumo de naranja.,—,bebida;fruta,orange juice,"Drink made with oranges; 橙 means “orange” and 汁, “juice”.",I drink orange juice.,drink;fruit,
FC188,palabra,bebidas,啤酒,píjiǔ,cerveza,"Bebida alcohólica cuyo nombre contiene 酒, «bebida alcohólica».",一瓶啤酒,yì píng píjiǔ,una botella de cerveza,—,bebida;alcohol,beer,"Alcoholic drink whose name contains 酒, “alcoholic drink”.",a bottle of beer,drink;alcohol,
FC189,palabra,clasificadores,瓶,píng,botella / clasificador para botellas,Como clasificador se coloca entre el número y una bebida en botella.,一瓶啤酒,yì píng píjiǔ,una botella de cerveza,—,clasificador;recipiente,bottle / measure word for bottles,As a measure word it goes between the number and a bottled drink.,a bottle of beer,classifier;container,
FC190,palabra,acciones,想要,xiǎngyào,querer / desear,Expresa que se desea obtener algo o hacer algo.,我想要一瓶啤酒。,Wǒ xiǎngyào yì píng píjiǔ.,Quiero una botella de cerveza.,—,verbo;deseo,to want / to wish,Expresses the desire to obtain or do something.,I want a bottle of beer.,verb;desire,
FC191,frase,bebidas,我想要一瓶啤酒。,Wǒ xiǎngyào yì píng píjiǔ.,Quiero una botella de cerveza.,Patrón 想要 + número + clasificador + sustantivo.,我想要一瓶啤酒。,Wǒ xiǎngyào yì píng píjiǔ.,Quiero una botella de cerveza.,—,bebida;clasificador;deseo,I want a bottle of beer.,Pattern 想要 + number + measure word + noun.,I want a bottle of beer.,drink;classifier;desire,
FC192,frase,preguntas,你吃什么？,Nǐ chī shénme?,¿Qué comes? / ¿Qué vas a comer?,什么 ocupa en la oración el lugar del alimento por el que se pregunta.,你吃什么？,Nǐ chī shénme?,¿Qué comes?,—,pregunta;comida,What do you eat? / What are you going to eat?,什么 occupies the place of the food being asked about.,What do you eat?,question;food,
FC193,frase,preguntas,你什么时候吃饭？,Nǐ shénme shíhou chīfàn?,¿Cuándo comes?,什么时候 se coloca antes del verbo para preguntar por el momento.,你什么时候吃饭？,Nǐ shénme shíhou chīfàn?,¿Cuándo comes?,—,pregunta;comida;tiempo,When do you eat?,什么时候 goes before the verb to ask about the moment.,When do you eat?,question;food;time,
FC194,palabra,comida,米饭,mǐfàn,arroz cocido,Arroz ya cocinado; para el grano de arroz sin cocinar se usa 大米.,我吃米饭。,Wǒ chī mǐfàn.,Como arroz.,—,comida;arroz,cooked rice,"Rice that has already been cooked; for the uncooked grain, 大米 is used.",I eat rice.,food;rice,
FC195,palabra,comida,面条,miàntiáo,fideos,Término general para fideos o tallarines.,我吃面条。,Wǒ chī miàntiáo.,Como fideos.,—,comida;fideos,noodles,General term for noodles.,I eat noodles.,food;noodles,
FC196,palabra,comida,面包,miànbāo,pan,Producto horneado elaborado con harina.,我吃面包。,Wǒ chī miànbāo.,Como pan.,—,comida;pan,bread,Baked product made from flour.,I eat bread.,food;bread,
FC197,palabra,comida,披萨,pīsà,pizza,Transcripción habitual de «pizza» en mandarín.,我想吃披萨。,Wǒ xiǎng chī pīsà.,Quiero comer pizza.,—,comida;prestamo,pizza,The common Mandarin transcription of “pizza”.,I want to eat pizza.,food;loanword,
FC198,palabra,comida,汉堡／汉堡包,hànbǎo / hànbǎobāo,hamburguesa,汉堡 y 汉堡包 son formas habituales para referirse a una hamburguesa.,我想吃汉堡。,Wǒ xiǎng chī hànbǎo.,Quiero comer una hamburguesa.,—,comida;prestamo,hamburger,汉堡 and 汉堡包 are common forms for a hamburger.,I want to eat a hamburger.,food;loanword,
FC199,palabra,comida,中国菜,Zhōngguó cài,comida china / cocina china,菜 puede significar «plato» o «cocina»; aquí indica la cocina de China.,我喜欢中国菜。,Wǒ xǐhuan Zhōngguó cài.,Me gusta la comida china.,—,comida;pais,Chinese food / Chinese cuisine,菜 can mean “dish” or “cuisine”; here it refers to China’s cuisine.,I like Chinese food.,food;country,中国;Zhōngguó;China
FC200,palabra,comida,包子,bāozi,bollo chino relleno y cocido al vapor,Masa rellena que normalmente se cocina al vapor.,我吃包子。,Wǒ chī bāozi.,Como un bollo relleno al vapor.,—,comida;masa,steamed stuffed bun (baozi),A filled dough that is usually steamed.,I eat a steamed bun.,food;dough,
FC201,palabra,comida,饺子,jiǎozi,empanadilla china,"Pieza de masa rellena que puede cocerse, hacerse al vapor o freírse.",我喜欢吃饺子。,Wǒ xǐhuan chī jiǎozi.,Me gusta comer empanadillas chinas.,—,comida;masa,dumpling (jiaozi),"A filled piece of dough that can be boiled, steamed, or fried.",I like eating dumplings.,food;dough,
FC202,palabra,comida,薯条,shǔtiáo,patatas fritas,Tiras de patata frita; 薯 se refiere a tubérculos y 条 describe la forma alargada.,我想吃薯条。,Wǒ xiǎng chī shǔtiáo.,Quiero comer patatas fritas.,—,comida;patata,french fries,Fried potato strips; 薯 refers to tubers and 条 describes the elongated shape.,I want to eat french fries.,food;potato,
FC203,palabra,comida,拉面,lāmiàn,fideos chinos estirados a mano,En mandarín se refiere a fideos hechos estirando la masa; el ramen japonés es 日式拉面.,我想吃拉面。,Wǒ xiǎng chī lāmiàn.,Quiero comer fideos chinos estirados a mano.,—,comida;fideos,hand-pulled noodles,In Mandarin it refers to noodles made by stretching the dough; Japanese ramen is 日式拉面.,I want to eat hand-pulled noodles.,food;noodles,
FC204,palabra,personas,帅哥,shuàigē,chico guapo,Forma coloquial de referirse a un hombre joven y atractivo; también puede usarse para llamar a alguien.,他是帅哥。,Tā shì shuàigē.,Él es un chico guapo.,—,persona;coloquial,handsome guy,"Colloquial way to refer to a young, attractive man; it can also be used to get someone’s attention.",He is a handsome guy.,person;colloquial,
FC205,palabra,personas,美女,měinǚ,chica guapa / mujer hermosa,Forma coloquial de referirse a una mujer atractiva; también puede usarse para llamar a alguien.,她是美女。,Tā shì měinǚ.,Ella es una mujer hermosa.,—,persona;coloquial,beautiful woman / pretty girl,Colloquial way to refer to an attractive woman; it can also be used to get someone’s attention.,She is a beautiful woman.,person;colloquial,
FC206,palabra,personas,朋友,péngyou,amigo / amiga,Persona con la que se mantiene una relación de amistad.,下午我和朋友去吃中国菜。,Xiàwǔ wǒ hé péngyou qù chī Zhōngguó cài.,Por la tarde voy con un amigo / una amiga a comer comida china.,—,persona;amistad,friend,A person with whom one has a friendship.,This afternoon I’m going with a friend to eat Chinese food.,person;friendship,中国;Zhōngguó;China
FC207,palabra,personas,男朋友,nánpéngyou,novio,Pareja masculina en una relación sentimental.,她中午和男朋友来西班牙。,Tā zhōngwǔ hé nánpéngyou lái Xībānyá.,Ella viene a España al mediodía con su novio.,—,persona;pareja,boyfriend,Male partner in a romantic relationship.,She comes to Spain at noon with her boyfriend.,person;partner,西班牙;Xībānyá;España;Spain
FC208,palabra,personas,女朋友,nǚpéngyou,novia,Pareja femenina en una relación sentimental.,她是我女朋友。,Tā shì wǒ nǚpéngyou.,Ella es mi novia.,—,persona;pareja,girlfriend,Female partner in a romantic relationship.,She is my girlfriend.,person;partner,
FC209,palabra,acciones,喜欢,xǐhuan,querer a alguien / gustar,Expresa afecto por una persona o agrado por algo; según el contexto corresponde a «querer» o «gustar».,我喜欢中国菜。,Wǒ xǐhuan Zhōngguó cài.,Me gusta la comida china.,—,verbo;preferencia;afecto,to like / to love,Expresses affection for a person or liking for something; depending on context it matches “to like” or “to love”.,I like Chinese food.,verb;preference;affection,中国;Zhōngguó;China
FC210,frase,preguntas,真的吗？,Zhēn de ma?,¿En serio?,真的 pregunta si algo es cierto y 吗 convierte la expresión en una pregunta de sí o no.,真的吗？,Zhēn de ma?,¿En serio?,—,pregunta;confirmacion;conversacion,Really?,真的 asks whether something is true and 吗 turns it into a yes/no question.,Really?,question;confirmation;conversation,
